idx,caption_en,image_path
25_aug_3,A male character with a beard,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\25_aug_3.jpg
25_aug_4,A male character with a beard,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\25_aug_4.jpg
25_aug_5,A male character with a beard,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\25_aug_5.jpg
25_aug_6,A male character with a beard,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\25_aug_6.jpg
25_aug_7,A male character with a beard,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\25_aug_7.jpg
25_aug_8,A male character with a beard,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\25_aug_8.jpg
25_aug_9,A male character with a beard,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\25_aug_9.jpg
25_aug_10,A male character with a beard,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\25_aug_10.jpg
26_aug_1,Beard's fat male character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\26_aug_1.jpg
26_aug_2,Beard's fat male character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\26_aug_2.jpg
26_aug_3,Beard's fat male character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\26_aug_3.jpg
26_aug_4,Beard's fat male character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\26_aug_4.jpg
26_aug_5,Beard's fat male character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\26_aug_5.jpg
26_aug_6,Beard's fat male character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\26_aug_6.jpg
26_aug_7,Beard's fat male character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\26_aug_7.jpg
26_aug_8,Beard's fat male character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\26_aug_8.jpg
26_aug_9,Beard's fat male character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\26_aug_9.jpg
26_aug_10,Beard's fat male character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\26_aug_10.jpg
27_aug_1,Men's game character dressed in black,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\27_aug_1.jpg
27_aug_2,Men's game character dressed in black,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\27_aug_2.jpg
27_aug_3,Men's game character dressed in black,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\27_aug_3.jpg
27_aug_4,Men's game character dressed in black,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\27_aug_4.jpg
27_aug_5,Men's game character dressed in black,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\27_aug_5.jpg
27_aug_6,Men's game character dressed in black,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\27_aug_6.jpg
27_aug_7,Men's game character dressed in black,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\27_aug_7.jpg
27_aug_8,Men's game character dressed in black,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\27_aug_8.jpg
27_aug_9,Men's game character dressed in black,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\27_aug_9.jpg
27_aug_10,Men's game character dressed in black,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\27_aug_10.jpg
28_aug_1,Male game character with beige beige beige,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\28_aug_1.jpg
28_aug_2,Male game character with beige beige beige,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\28_aug_2.jpg
28_aug_3,Male game character with beige beige beige,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\28_aug_3.jpg
28_aug_4,Male game character with beige beige beige,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\28_aug_4.jpg
28_aug_5,Male game character with beige beige beige,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\28_aug_5.jpg
28_aug_6,Male game character with beige beige beige,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\28_aug_6.jpg
28_aug_7,Male game character with beige beige beige,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\28_aug_7.jpg
28_aug_8,Male game character with beige beige beige,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\28_aug_8.jpg
28_aug_9,Male game character with beige beige beige,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\28_aug_9.jpg
28_aug_10,Male game character with beige beige beige,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\28_aug_10.jpg
29_aug_1,Male character in the upper body wearing a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\29_aug_1.jpg
29_aug_2,Male character in the upper body wearing a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\29_aug_2.jpg
29_aug_3,Male character in the upper body wearing a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\29_aug_3.jpg
29_aug_4,Male character in the upper body wearing a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\29_aug_4.jpg
29_aug_5,Male character in the upper body wearing a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\29_aug_5.jpg
29_aug_6,Male character in the upper body wearing a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\29_aug_6.jpg
29_aug_7,Male character in the upper body wearing a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\29_aug_7.jpg
29_aug_8,Male character in the upper body wearing a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\29_aug_8.jpg
29_aug_9,Male character in the upper body wearing a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\29_aug_9.jpg
29_aug_10,Male character in the upper body wearing a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\29_aug_10.jpg
30_aug_1,The upper body male character with a tie on the shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\30_aug_1.jpg
30_aug_2,The upper body male character with a tie on the shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\30_aug_2.jpg
30_aug_3,The upper body male character with a tie on the shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\30_aug_3.jpg
30_aug_4,The upper body male character with a tie on the shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\30_aug_4.jpg
30_aug_5,The upper body male character with a tie on the shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\30_aug_5.jpg
30_aug_6,The upper body male character with a tie on the shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\30_aug_6.jpg
30_aug_7,The upper body male character with a tie on the shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\30_aug_7.jpg
30_aug_8,The upper body male character with a tie on the shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\30_aug_8.jpg
30_aug_9,The upper body male character with a tie on the shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\30_aug_9.jpg
30_aug_10,The upper body male character with a tie on the shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\30_aug_10.jpg
31_aug_1,A long hair woman taken in a photo against the background of street trees,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\31_aug_1.jpg
31_aug_2,A long hair woman taken in a photo against the background of street trees,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\31_aug_2.jpg
31_aug_3,A long hair woman taken in a photo against the background of street trees,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\31_aug_3.jpg
31_aug_4,A long hair woman taken in a photo against the background of street trees,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\31_aug_4.jpg
31_aug_5,A long hair woman taken in a photo against the background of street trees,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\31_aug_5.jpg
31_aug_6,A long hair woman taken in a photo against the background of street trees,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\31_aug_6.jpg
31_aug_7,A long hair woman taken in a photo against the background of street trees,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\31_aug_7.jpg
31_aug_8,A long hair woman taken in a photo against the background of street trees,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\31_aug_8.jpg
31_aug_9,A long hair woman taken in a photo against the background of street trees,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\31_aug_9.jpg
31_aug_10,A long hair woman taken in a photo against the background of street trees,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\31_aug_10.jpg
32_aug_1,A picture of a long black hair wearing a white shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\32_aug_1.jpg
32_aug_2,A picture of a long black hair wearing a white shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\32_aug_2.jpg
32_aug_3,A picture of a long black hair wearing a white shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\32_aug_3.jpg
32_aug_4,A picture of a long black hair wearing a white shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\32_aug_4.jpg
32_aug_5,A picture of a long black hair wearing a white shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\32_aug_5.jpg
32_aug_6,A picture of a long black hair wearing a white shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\32_aug_6.jpg
32_aug_7,A picture of a long black hair wearing a white shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\32_aug_7.jpg
32_aug_8,A picture of a long black hair wearing a white shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\32_aug_8.jpg
32_aug_9,A picture of a long black hair wearing a white shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\32_aug_9.jpg
32_aug_10,A picture of a long black hair wearing a white shirt,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\32_aug_10.jpg
33_aug_1,Women's photographs exercising at the gym,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\33_aug_1.jpg
33_aug_2,Women's photographs exercising at the gym,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\33_aug_2.jpg
33_aug_3,Women's photographs exercising at the gym,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\33_aug_3.jpg
33_aug_4,Women's photographs exercising at the gym,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\33_aug_4.jpg
33_aug_5,Women's photographs exercising at the gym,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\33_aug_5.jpg
33_aug_6,Women's photographs exercising at the gym,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\33_aug_6.jpg
33_aug_7,Women's photographs exercising at the gym,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\33_aug_7.jpg
33_aug_8,Women's photographs exercising at the gym,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\33_aug_8.jpg
33_aug_9,Women's photographs exercising at the gym,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\33_aug_9.jpg
33_aug_10,Women's photographs exercising at the gym,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\33_aug_10.jpg
34_aug_1,A picture of a woman wearing a red skirt walking in the wind in the reed field,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\34_aug_1.jpg
34_aug_2,A picture of a woman wearing a red skirt walking in the wind in the reed field,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\34_aug_2.jpg
34_aug_3,A picture of a woman wearing a red skirt walking in the wind in the reed field,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\34_aug_3.jpg
34_aug_4,A picture of a woman wearing a red skirt walking in the wind in the reed field,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\34_aug_4.jpg
34_aug_5,A picture of a woman wearing a red skirt walking in the wind in the reed field,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\34_aug_5.jpg
34_aug_6,A picture of a woman wearing a red skirt walking in the wind in the reed field,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\34_aug_6.jpg
34_aug_7,A picture of a woman wearing a red skirt walking in the wind in the reed field,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\34_aug_7.jpg
34_aug_8,A picture of a woman wearing a red skirt walking in the wind in the reed field,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\34_aug_8.jpg
34_aug_9,A picture of a woman wearing a red skirt walking in the wind in the reed field,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\34_aug_9.jpg
34_aug_10,A picture of a woman wearing a red skirt walking in the wind in the reed field,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\34_aug_10.jpg
35_aug_1,White hair female game character wearing tight clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\35_aug_1.jpg
35_aug_2,White hair female game character wearing tight clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\35_aug_2.jpg
35_aug_3,White hair female game character wearing tight clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\35_aug_3.jpg
35_aug_4,White hair female game character wearing tight clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\35_aug_4.jpg
35_aug_5,White hair female game character wearing tight clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\35_aug_5.jpg
35_aug_6,White hair female game character wearing tight clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\35_aug_6.jpg
35_aug_7,White hair female game character wearing tight clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\35_aug_7.jpg
35_aug_8,White hair female game character wearing tight clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\35_aug_8.jpg
35_aug_9,White hair female game character wearing tight clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\35_aug_9.jpg
35_aug_10,White hair female game character wearing tight clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\35_aug_10.jpg
36_aug_1,Wearing hot pants and having red hair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\36_aug_1.jpg
36_aug_2,Wearing hot pants and having red hair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\36_aug_2.jpg
36_aug_3,Wearing hot pants and having red hair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\36_aug_3.jpg
36_aug_4,Wearing hot pants and having red hair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\36_aug_4.jpg
36_aug_5,Wearing hot pants and having red hair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\36_aug_5.jpg
36_aug_6,Wearing hot pants and having red hair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\36_aug_6.jpg
36_aug_7,Wearing hot pants and having red hair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\36_aug_7.jpg
36_aug_8,Wearing hot pants and having red hair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\36_aug_8.jpg
36_aug_9,Wearing hot pants and having red hair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\36_aug_9.jpg
36_aug_10,Wearing hot pants and having red hair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\36_aug_10.jpg
37_aug_1,A female character smiling with a green onion,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\37_aug_1.jpg
37_aug_2,A female character smiling with a green onion,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\37_aug_2.jpg
37_aug_3,A female character smiling with a green onion,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\37_aug_3.jpg
37_aug_4,A female character smiling with a green onion,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\37_aug_4.jpg
37_aug_5,A female character smiling with a green onion,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\37_aug_5.jpg
37_aug_6,A female character smiling with a green onion,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\37_aug_6.jpg
37_aug_7,A female character smiling with a green onion,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\37_aug_7.jpg
37_aug_8,A female character smiling with a green onion,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\37_aug_8.jpg
37_aug_9,A female character smiling with a green onion,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\37_aug_9.jpg
37_aug_10,A female character smiling with a green onion,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\37_aug_10.jpg
38_aug_1,A blonde female character wearing a shirt with arms folded,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\38_aug_1.jpg
38_aug_2,A blonde female character wearing a shirt with arms folded,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\38_aug_2.jpg
38_aug_3,A blonde female character wearing a shirt with arms folded,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\38_aug_3.jpg
38_aug_4,A blonde female character wearing a shirt with arms folded,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\38_aug_4.jpg
38_aug_5,A blonde female character wearing a shirt with arms folded,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\38_aug_5.jpg
38_aug_6,A blonde female character wearing a shirt with arms folded,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\38_aug_6.jpg
38_aug_7,A blonde female character wearing a shirt with arms folded,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\38_aug_7.jpg
38_aug_8,A blonde female character wearing a shirt with arms folded,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\38_aug_8.jpg
38_aug_9,A blonde female character wearing a shirt with arms folded,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\38_aug_9.jpg
38_aug_10,A blonde female character wearing a shirt with arms folded,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\38_aug_10.jpg
39_aug_1,Female character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\39_aug_1.jpg
39_aug_2,Female character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\39_aug_2.jpg
39_aug_3,Female character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\39_aug_3.jpg
39_aug_4,Female character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\39_aug_4.jpg
39_aug_5,Female character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\39_aug_5.jpg
39_aug_6,Female character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\39_aug_6.jpg
39_aug_7,Female character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\39_aug_7.jpg
39_aug_8,Female character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\39_aug_8.jpg
39_aug_9,Female character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\39_aug_9.jpg
39_aug_10,Female character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\39_aug_10.jpg
40_aug_1,Female emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\40_aug_1.jpg
40_aug_2,Female emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\40_aug_2.jpg
40_aug_3,Female emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\40_aug_3.jpg
40_aug_4,Female emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\40_aug_4.jpg
40_aug_5,Female emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\40_aug_5.jpg
40_aug_6,Female emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\40_aug_6.jpg
40_aug_7,Female emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\40_aug_7.jpg
40_aug_8,Female emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\40_aug_8.jpg
40_aug_9,Female emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\40_aug_9.jpg
40_aug_10,Female emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\40_aug_10.jpg
41_aug_1,Red tea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\41_aug_1.jpg
41_aug_2,Red tea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\41_aug_2.jpg
41_aug_3,Red tea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\41_aug_3.jpg
